1.224868324552710330e+00	7.490770713108827472e-01	3.537470019442917352e-03	1.715483149990334327e-02	1.998416751808818281e+00	9.468847631989128766e-02	2.290710595046681255e-03	1.197294707540111774e-01	7.547861562165512385e-03	1.098829232543924959e-04	4.601994943187926942e-03	3.203495352981622357e-01	3.871549119536432659e-02	6.188710890659110397e-01
1.257376071341362929e-04	7.918899314197144212e-01	3.141531646326216213e-04	1.946949031875624221e-04	2.452142488899242416e-04	1.270941400167602167e-04	2.848691271332865274e-02	2.349033271197837182e-04	4.059470218802093910e+00	3.994653004379184651e-04	2.461090219417260490e-04	7.026171900560211040e-05	1.060333988628669871e-01	2.120124612843393430e-01
2.908902961849525693e-04	1.020105474459697570e+00	8.751788228784904144e-02	1.490665738752032232e-01	5.710921686998967576e-04	4.008337151249730668e-01	3.041735709703787371e+00	4.715490880896723580e-02	3.750697303454037933e-04	9.006451849637827278e-04	5.707904886577585190e-04	3.762185737133816876e-01	7.372519603476071492e-02	5.974773316472047199e-04
2.076203434965564153e-04	2.039581314999225903e+00	5.175770567306744877e-04	3.162947026566569303e-04	2.412321325647030085e-02	5.219563317830739485e-02	1.147033938643172817e-02	3.726710799179503873e-04	2.261480559290270254e+00	6.409683922921309692e-04	9.842978602666991456e-03	4.158396439966247082e-01	3.827395185712284542e-01	4.287073393922596985e-04
1.310033839790152754e+00	4.107419985294631370e-01	1.646033542385708863e-04	7.834390701836134452e-02	2.026965760383575788e+00	2.210918125427959180e-01	8.874777610188666448e-05	3.523931099922475441e-02	4.919414245316775999e-03	2.069081741029367980e-04	1.314065721008885086e-04	4.062367190392648375e-01	7.180127016028409193e-02	6.339574316599944082e-01
2.134506144370513336e+00	5.018019602819431269e-01	2.860626370015792105e-04	6.823493706330670261e-02	1.240210310485845069e+00	6.231000499091152861e-02	3.652958980188760439e-03	2.654246105006608999e-02	1.572593922765884791e-02	3.569143348662352235e-04	1.639526170352513523e-02	3.606295004411136929e-01	1.388891664976107942e-01	6.303239181687551040e-01
1.824501396912043942e-04	1.947349358485714443e+00	1.606743554562964360e-02	7.517275834436399663e-03	2.747228765689413779e-02	1.797660978283575428e-04	3.629525896543345925e-02	3.337709651162689643e-04	2.785693252927981423e+00	5.654689986871251454e-04	3.632114967844089683e-04	2.061683867096193723e-01	1.712241715205275183e-01	3.784548828208777809e-04
1.122414429394203578e-02	8.415940142196132179e-01	1.390371447808984584e-01	8.617827554456669592e-03	2.528080186370139522e-04	7.529933428241869509e-01	2.829552188345497932e+00	9.835905254050186786e-02	1.187564119639907857e-02	4.039359810685600100e-04	2.550463978302511476e-04	3.631183661879719970e-01	1.422988072398294890e-01	2.682238322053681449e-04
7.932846674635202211e-04	1.323114244227436252e-03	1.879282078808474634e-03	1.190305795230041114e-03	1.529555236228567674e-03	7.633162305941723321e-04	1.056479798792927345e-03	1.590995327848878683e-03	1.500616120156192390e-01	2.469903428412628145e-03	4.893101714784643619e+00	4.144408927519808712e-04	5.319830574934353382e-04	1.423855176334800632e-01
1.559247832943103207e+00	5.299864861082340464e-04	7.342829992186650050e-04	9.068414518871378838e-02	1.592473578143111856e+00	7.824381488991724587e-02	3.972454141288374058e-04	1.825747835120167251e-01	3.988373976689079249e-04	9.276586099446446380e-04	5.952614803259338987e-04	8.757053920767227106e-01	2.204550348194559140e-01	5.966885485752112528e-01
1.564401351310409731e-04	1.922335341996756153e+00	1.410812109814628124e-01	2.380794197916125045e-04	3.023791498994877060e-04	1.208899071511475715e-01	2.060512849972168624e-04	2.783216912806004643e-04	1.779195440882761048e+00	4.816788675344061614e-04	3.154353588128166216e-04	1.130675648637510106e-01	1.120947470550141656e+00	3.237857212861511855e-04
1.570097213733456565e+00	4.539454668281380778e-01	1.423952642989518846e-01	8.790095134590204589e-04	1.848624155658634916e+00	3.362408590911311612e-01	2.640165727331473568e-03	7.066048837891839018e-02	2.060633319662406925e-04	4.726859347824980220e-04	2.976873559658082462e-04	2.006359095169406581e-01	1.436502558788471662e-01	4.290774229290564290e-01
1.040197289617839424e-04	5.986925059851729847e-01	1.134830845188034530e-02	7.175435120524110977e-02	2.046714336981144691e-04	2.147128336016322289e-02	2.368662515874074170e+00	1.405397045635270681e+00	1.367414284987840737e-04	3.307437321232925337e-04	1.248344261456487553e-02	4.603567349032940959e-01	2.487199687947195814e-01	2.168415492496009124e-04
1.330279604577213834e-04	1.701926191215090922e+00	3.260118080368718083e-04	7.040006566332819571e-02	2.534955293695248437e-04	7.235586646562638946e-02	3.017315612851323783e-02	5.679647467769921576e-02	2.615010166386334323e+00	4.034951231273052521e-04	2.548660574800857095e-04	1.045702372922925893e-01	5.354570379167281624e-01	1.178978405590458932e-02
1.785574813951419887e-04	3.351896991996249353e-01	4.427329444991807321e-04	2.129329794592110456e-02	2.323927663050167625e-01	4.988726125666864686e-01	3.195845515765671330e+00	1.276439270012772187e-01	1.898953734869621157e-02	5.502238362264236845e-04	3.534286564733444126e-04	2.445192973666793224e-01	2.158256868164676601e-01	3.076960714573903077e-01
6.476739921337498881e-05	1.680124428696453620e+00	2.554362001299233589e-02	9.751131644963225418e-05	2.223626471085103987e-02	8.065966850301004021e-02	8.409696315768770919e-05	1.161394364347758724e-04	2.942001104766501562e+00	2.010788163357384430e-04	1.800161853836187639e-02	7.214025912231783466e-02	3.585219126594712535e-01	1.335261520640635931e-04
1.365048900087107114e-04	1.453000385406868489e+00	5.451392982760275285e-02	2.088130212750426487e-04	2.689331721530678512e-04	1.683109798170621604e-02	4.886846203380470349e-02	1.284069963978451689e-01	3.105763130048374343e+00	2.138398654508064448e-02	1.549734813422760926e-02	3.325220687725352064e-01	9.527928815988465994e-05	2.234536239106452854e-02
9.442688465336852577e-01	5.900897531312596644e-01	6.399347885208053885e-04	3.971597467034807959e-04	2.260596276194964283e+00	4.986308477744427758e-01	1.712051124821394044e-02	4.734329998319961432e-04	4.171756808366924862e-02	7.996660729935575794e-04	1.002367903825387985e-02	1.430945833188295411e-04	8.047849296587680779e-02	7.543182317520886748e-01
9.425813743074770831e-05	1.662518689992137588e+00	2.363243317663674668e-04	1.421488864760662163e-01	1.853302187854068269e-04	9.409182516140500224e-05	1.277466439715132195e-04	1.390447094738981315e-01	2.927357780111825569e+00	2.921947751324510244e-04	3.681462400478986707e-02	5.500191746644673280e-02	2.357777990856085026e-01	1.954209606982839687e-04
2.323185122205175535e-01	4.012031436064847911e-01	1.905956254450557608e-01	4.235301915190650712e-04	2.644444265706756614e+00	4.803020918571803133e-01	8.865436492522384138e-02	5.241550994694162829e-02	2.385131933003356575e-02	8.438500962399040056e-04	5.476347859454260046e-04	1.512079628822511363e-04	6.591749965721865369e-03	1.077337067242369217e+00
1.944670696078129479e+00	7.581383866842007491e-01	3.737423355241471898e-04	3.656086554096243252e-02	1.729289668364462518e+00	1.270048183826367749e-01	2.466791333166434841e-02	3.383885431023831991e-01	1.519091478863372757e-02	9.064894872772566448e-03	2.929087528164316784e-04	8.250612825176517769e-05	1.061469120402923116e-04	2.159935123935439183e-01
1.093554094325106129e-04	3.092338216120374406e-01	2.674834651942080248e-04	1.389498059961590502e-02	2.115734326696297810e-04	6.220375331929196561e-01	1.808080273116852377e+00	1.991542689631839558e+00	1.438105758452780727e-02	3.371065332712680669e-04	2.162985836391663691e-04	3.109371568332596758e-01	1.283983157027126509e-01	2.263876173081849695e-04
