3.893122912340006765e-04	7.490129928209787128e-04	4.161161108097920919e-02	3.327258287162834088e-02	1.793597981165162336e+00	5.099694348150748784e-04	1.053388566124785042e+00	7.312205344000405338e-02	1.079936702083808431e+00	3.815356157564973594e-01	6.093975506410830977e-04	6.974784955549455682e-04	9.870679260458085046e-04	8.980637173079262237e-01	1.408993929361349040e-01
1.057375926436027597e-01	4.942386662685069798e-04	8.020151957683284427e-02	1.497206922534609873e-02	9.379683831922565052e-01	4.070429665740506880e-02	1.863656555125715597e+00	1.499391916087901289e-01	1.124665623984436147e+00	5.210418995778030027e-01	3.872410286275059931e-04	4.423319045579635978e-04	7.584171451088148833e-04	6.481845267841410685e-01	1.044339385907759425e-02
1.222083341154120151e-01	4.470436940073707730e-04	4.132952726568789314e-02	2.418141621023574424e-04	1.896944319734074513e+00	3.043120597476377687e-04	9.277080553732085511e-01	1.373725351422121488e-01	1.976411467053770910e+00	2.112933602326002025e-01	3.634309045258601184e-04	4.114462046518501444e-04	2.367284522230011373e-02	1.161228656994690300e-01	4.479238844491566229e-02
2.069313676738066172e-04	4.002939456174867366e-04	1.573195425692758276e-02	2.027908319354075617e-02	1.075620495595422277e+00	2.698251262205411389e-04	2.460390058883458742e-01	1.355710737631742324e-01	3.144200864009857987e+00	3.294578594503972391e-01	2.042637915037455731e-01	3.682625255804483633e-04	2.109128300659411301e-02	2.104662713139232057e-04	3.059545753294017900e-01
1.194556386763756667e-01	3.030159874751109155e-04	1.947520928159066772e-02	1.657601380174151900e-04	1.586155774151855935e+00	7.916490798799150075e-02	5.890347867654023295e-01	1.809857294552557061e-01	2.375541006454080062e+00	2.511448229381691988e-01	2.999979307606207360e-02	2.806355038844795505e-04	2.698145351901449357e-02	7.239022998940683462e-02	1.686658775801825050e-01
3.049141568439645619e-04	5.858969669865387231e-04	6.687711562697230827e-02	3.186234046386363745e-04	1.942856139952103822e+00	4.062263808168751415e-04	1.108362310737160072e+00	9.266820629930996574e-05	1.547590878709210749e+00	1.946129704881038869e-01	5.023264888024907976e-02	5.496158243083877582e-04	7.740149745864734329e-04	3.089750305213868117e-04	5.856331565501176062e-01
2.057849250861758553e-04	3.962490295265196777e-04	5.521018081850802978e-02	2.122055592693184974e-04	1.886708759368460608e+00	1.035919972343086470e-01	1.048077321744235402e+00	2.539786403201085840e-01	1.527858759221593976e+00	3.001229118722549827e-01	2.739999176763400004e-02	3.669848358423176632e-04	5.424613752463587754e-04	2.136306306126944943e-01	8.136456019337243162e-02
1.560374248331611036e-01	4.401846206141214052e-02	9.590398710106875840e-04	5.231324212323303774e-02	2.376378254047813166e-02	7.580553745117727142e-04	1.548187866954020109e+00	9.947928235116364204e-02	5.668601456778805670e-01	1.202320685142258094e+00	9.025477792967039536e-04	1.040460302757428065e-03	1.462205186948521609e-03	1.520825701005878106e+00	2.801373405322115651e-01
3.492502396586916885e-02	4.770919907604728394e+00	1.317800382900938760e-04	1.060540556915941061e-02	3.844314562649846501e-01	1.050695468253232817e-01	8.328221819102016267e-05	5.395720206270832736e-02	2.402166133393182981e-02	3.336310451333118765e-02	1.232959069365686152e-04	1.413299015617524603e-04	2.039179647322263622e-04	2.124448022058359267e-02	6.065078829181099612e-02
2.054105711489071645e-02	5.094240986652938917e-04	4.187140179699394560e-02	2.781445458292080945e-03	1.434166752917425347e+00	3.450875059992347519e-04	2.078077259001791965e+00	2.439669986654792178e-01	3.928172181798518792e-01	6.115450578418700767e-01	2.495332227789168883e-02	4.720126838720118691e-04	6.723813219323396175e-04	3.870951836420431502e-01	2.597553379945550245e-01
5.655458338787110704e-04	1.097857998649390222e-03	9.538245902984908951e-04	4.535799211689765797e-02	2.178721532191823407e+00	7.428041122136587330e-04	8.243620964473730162e-01	2.789910182425558993e-01	6.198234840927437928e-01	1.185914260443426516e+00	6.609797321243819634e-02	1.020797866833126266e-03	1.449487468756041316e-03	5.870481905405105149e-04	2.933839808807226501e-01
2.869922280648387947e+00	5.097642054953101199e-04	4.219148194380263617e-02	2.743376512288133199e-04	4.069009246547219405e-01	2.122666460278520573e-01	2.768978462940389321e-04	2.361021569832595091e-01	5.067091898536050382e-02	3.149861431154192815e-01	4.157453081041604282e-04	4.050166970278415990e-01	6.794272558447104603e-04	2.715866863841003660e-04	9.590845860001689926e-01
2.800994791298725861e+00	1.220342515613689026e-02	3.270313580042170237e-02	1.130396641479372230e-02	1.816851672016304708e-01	4.554903001960380338e-01	8.115739454653164361e-03	2.977864521766013794e-01	1.167915692104151850e-04	4.235412845407631188e-01	1.594766394704651494e-02	6.219379973856402621e-01	1.976135345599020973e-02	1.723830664079666619e-01	4.459326207425639010e-01
1.534083272702350606e-04	2.877376553590705027e-03	3.777461364331347743e-02	7.226005224560173162e-03	1.502501102287851387e+00	4.734611135849208230e-01	3.162588619367643350e-01	2.187292738552723825e-01	2.120529270004789968e+00	2.570504883124340445e-01	2.563840062496592909e-01	2.767324988608163908e-04	3.893383054774472978e-04	3.060024979307074955e-01	1.381480380460563154e-04
2.796533190407553882e+00	1.930664269678695685e-02	6.336889938606800332e-02	1.811833356876392694e-04	3.030279285216029850e-01	7.307765950029465607e-01	6.610751209037245280e-02	3.652190804626631038e-01	3.374875044627072599e-04	4.996843560850691701e-01	2.868508867158325870e-02	2.100454626593288576e-01	4.526642205962885519e-04	2.024477982016922029e-01	2.135441647860243652e-01
1.392219535735863545e-01	4.158869870415749068e-04	3.649276597377147874e-04	2.336222216140712224e-02	2.215145277228481886e-04	2.821304650994668718e-04	2.125953833551571748e+00	3.347946195689145976e-01	2.701445770554989356e-01	8.204463000144419649e-01	3.408461152179746560e-04	2.879731862414361965e-01	5.559846509575577496e-04	1.336809977579419995e+00	1.587605829583647599e-01
2.960496009833569900e-04	5.732803281415659079e-04	4.962428638843492928e-04	5.384193750413634322e-02	9.904608941471396699e-01	3.865673702811562554e-04	9.398942833175685241e-01	2.580832643937975429e-02	1.926230665265932451e+00	5.091112192611946252e-01	4.661316055904770163e-04	1.713850716619820247e-01	7.575282074274118779e-04	8.564505256973131697e-01	2.336149432617341468e-02
6.798905955535890916e-03	1.255954354370313053e-02	1.916929517729030197e-01	6.233257741373158687e-05	1.907113930800561907e-01	7.770833722365445937e-05	6.287653794384287173e-05	1.526687339411530731e-01	3.383341160269970338e-02	3.446809203091931173e-01	4.491140498186745766e+00	1.067391315613745696e-04	1.002312575705857113e-02	1.721878829873303013e-02	4.826602155656085219e-02
8.624957622881421204e-02	7.774468623686497937e-04	7.045208483116187359e-02	4.212034513679327073e-04	1.654430741422545648e+00	2.394179578713368298e-02	1.313918977955651268e+00	1.297941965462612590e-01	1.467440347538388590e+00	5.051292305125003601e-01	6.323756391535614732e-04	7.264244737542015955e-04	1.041292887502101409e-03	2.440241252724878185e-01	3.629893143948810367e-04
