1.753641091863762593e-04	2.959830522248419263e-02	3.486596630154725762e-01	6.457279937609407272e-02	8.052391881287104258e-01	1.550863721239740256e+00
3.465211284398321545e-02	4.072969036970502943e-02	3.375933574697270179e-01	3.094502038362045480e-04	1.278955087161305570e+00	1.107143311410701658e+00
1.024084129960887432e-04	1.225753606088122658e-02	2.235399155563313478e-01	2.116794036250651545e-01	6.322169009989161426e-01	1.719687627604883806e+00
8.649367179818773081e-05	1.708148608409175429e-02	8.889706057787963300e-02	5.094272144201659192e-01	3.416230776873975805e-01	1.842446719330786520e+00
3.925615567124855765e-02	7.893362593308342681e-03	2.472385912298198374e-01	3.378768899024175987e-01	4.806769595751073099e-01	1.686713572617909884e+00
1.319714444675128035e-04	2.420790059006696499e-02	9.908965748845929269e-05	2.680655003218727073e-01	8.936291085187553218e-01	1.613193873958707059e+00
7.892005788276867939e-03	1.406530785076390115e-02	4.202336525267910683e-01	1.653382117819654218e-01	7.243662450899348570e-01	1.467648875838287736e+00
1.273092760247939437e-01	4.186720688918595806e-02	4.556110760264365789e-01	6.959500736431249940e-04	1.270913438698604958e+00	9.022144959700570954e-01
2.225180112771325547e+00	2.768459296593362221e-02	1.920946711664062723e-01	3.467350946166486425e-04	1.800019712923857651e-01	1.743486849085597035e-01
6.738919765373167954e-03	1.825848789648919918e-02	4.903672053205540560e-01	6.544128528001172396e-02	1.437166609499345382e+00	7.813982426051885311e-01
2.080097130280859766e-04	1.321786438280880306e-02	4.931679686078799807e-01	3.744799783452020803e-01	5.250855704082015851e-01	1.392785567657385482e+00
2.125469760551437659e+00	1.771260656182534199e-02	5.123131731178595105e-01	3.277717849289257801e-02	4.891292510307200525e-02	6.214901825274427721e-02
1.761687483074634783e-02	1.431859250467635777e-02	3.792465097334775104e-01	5.105131927497612576e-01	3.193633304470005485e-01	1.558614221347728979e+00
1.799211165730398632e+00	2.577716517142161767e-02	7.858761184468362471e-01	1.173278645633810124e-01	7.123006245703132622e-02	1.473738194705687544e-04
1.138882939154003959e-01	1.702204013052971421e-02	6.611176252957634558e-01	8.356620479692454528e-02	1.549560163332745377e+00	3.743093917449086261e-01
7.330878699315212382e-03	3.440479833073097071e-02	1.684264204111721452e-01	1.772093921818975182e-01	6.777369621761357710e-01	1.734209795985230285e+00
3.267789934916112519e-03	5.051468387930228149e-02	4.635216466393334706e-02	2.654054347027674066e+00	2.019928637298806090e-02	2.552686901840964598e-02
5.774917241244373507e-04	2.539439779112896353e-02	2.921052652389667381e-01	4.649451338580295068e-04	8.308974330282760112e-01	1.649631789243440227e+00
1.755993127213062666e+00	3.120433610987832090e-02	5.560422729010927601e-01	1.927543596164505990e-01	5.236706037338261215e-05	2.636596785551311162e-01
5.305034186192900429e-04	2.915244838167750652e-02	1.240049894443011197e-01	3.339832677494876667e-01	6.583635977966529884e-01	1.653446726240683340e+00
1.075268854100920102e+00	1.653510682590859926e-02	8.531198658347581842e-01	2.992884756001885638e-01	8.251512082938079436e-05	5.552424436023172261e-01
2.143888917297723573e+00	2.406027826031903460e-02	5.130856384900065459e-01	2.189063795228916517e-02	8.273346771586179149e-02	1.394517973650647585e-02
1.797331532819852306e-04	1.542151374512599690e-02	1.710688013764700699e-01	3.515515598372337958e-01	5.470391301609587309e-01	1.714320909090230050e+00
8.354088347029101384e-04	2.285614853719936806e-02	5.007841522606164553e-01	1.304562822544167167e-01	1.809629728915871816e+00	3.349925758192932035e-01
1.423333092446282117e-02	1.512626894409673135e-02	2.441895060069527446e-01	2.303014613052642157e-01	4.157616946203204766e-01	1.880102538502531173e+00
2.386665251012525690e+00	7.083518913522608706e-03	1.074695295557622209e-04	3.618802179306508937e-01	1.921158611090054841e-02	2.431561102216189124e-02
1.509533839557768327e-02	1.341555279933729326e-02	4.045549644156512525e-01	3.045236391183569341e-02	4.044696207160438095e-01	1.931622116929337052e+00
8.527123269029299548e-05	1.005803527594976467e-02	3.038298580962632833e-01	1.622732002639755144e-01	2.488024061686272548e-01	2.074520346061008436e+00
1.901148777051228089e+00	1.855894434045487693e-02	1.611239154632459203e-01	5.024791277664159006e-01	8.455204645239561279e-02	1.310733912030276338e-01
1.425913874595785905e-02	2.017621337807563864e-01	2.706008657183058830e-01	1.153459273407458463e+00	1.055678551869587922e+00	1.037690633845563953e-01
1.963396168172121925e+00	2.165090358328263312e-02	6.299420009345763072e-01	1.282142274327431053e-01	1.307151220829918256e-03	5.502970428916195006e-02
2.138897537089572864e+00	2.399703233843486494e-02	3.649890061240775863e-01	1.463055400042715948e-01	6.559777488173405835e-02	5.966838328815263909e-02
1.142899050622055764e-04	1.621444319148046195e-02	2.890428821890054789e-01	2.882510485710097921e-04	9.962771484725909676e-01	1.497484520525162122e+00
