1.306625652991913857e-03	1.475492325635727707e-03	1.834298539965437428e-03	1.883984687777372821e-03	1.209911111735290534e+00	1.583465907425440911e+00
6.854831985819054285e-01	3.302754431322036388e-01	2.907300612007647223e-01	2.361368061160193377e-01	7.645114585141030705e-01	4.928068220876825056e-01
6.387317324070875824e-01	1.375391618512013525e-01	4.901582380581966103e-02	3.578679593000791970e-01	1.324112933250889412e+00	2.892637986813553219e-01
1.163251729020296610e+00	1.820846599660599363e-01	3.458015531257211338e-04	2.758114255367132284e-01	4.968594385781850975e-01	6.816256981377339930e-01
1.348765522845016829e+00	2.327965148297249376e-01	1.996809352341080424e-01	7.127094406807896187e-02	5.995965772082303413e-01	3.478409063096726817e-01
1.452483233149799657e+00	1.935166688723660988e-01	1.762150724132989553e-03	3.970706127264992391e-01	6.036792040161439443e-01	1.513787738804431848e-01
6.673435824987735687e-01	2.262937031303803859e-01	1.200645129949048928e-02	2.724507278656287945e-01	1.226678175825048900e+00	3.944695678674919881e-01
2.759609839976481016e+00	7.448886705228601260e-03	9.129210519266706472e-03	8.416413377069276169e-03	7.576040015638383848e-03	7.173730603455631509e-03
1.030365354204571426e+00	2.721565535227239430e-01	1.475681247764357440e-01	2.132004872459274392e-01	7.355713469399001170e-01	4.011043255570881372e-01
8.367909119347928248e-01	7.040558453310840070e-01	3.346177072902724037e-01	4.708008637450688399e-02	5.844454313605094153e-01	2.926788236083620043e-01
6.584972888680129532e-01	2.717463386823466553e-01	4.908682155088273102e-01	1.964733623121114325e-01	6.696636677470843013e-01	5.126929867172660416e-01
4.070969965781207067e-01	8.502184970793666974e-01	6.195684104547573290e-02	2.730691175168997176e-01	5.330536450799116394e-02	1.149806315413506308e+00
6.279652517706821868e-01	4.803039293372934893e-01	4.674238605490306162e-03	2.039708983758488359e-01	7.835405190456543600e-01	6.992591304466826418e-01
6.192425862623224253e-01	2.280474465311923271e-01	5.189400896759474024e-01	2.522782698734536422e-01	8.536835501728837761e-01	3.275825965722881650e-01
8.026431576412029756e-01	3.639645918228095467e-01	5.096895036051998229e-01	1.535794062230932122e-01	6.511749919199194547e-01	3.187483932928705244e-01
6.109920158238221211e-01	8.577481359718770459e-01	9.993506672845630864e-03	2.231150346933421513e-01	6.905935692250870783e-01	4.069319099726910749e-01
5.659330393294975756e-04	5.318751723463585514e-04	4.609758928538014722e-01	8.134798686887938224e-02	1.500164841731461252e+00	7.563691512478237788e-01
6.412923900350122608e-01	6.187487202810261211e-01	4.965924471158843501e-01	1.758832314224328119e-01	5.600977508384898940e-01	3.073706181516144831e-01
7.077615249776620931e-01	2.933992838079752530e-01	3.513270352572926414e-01	2.623718095340630829e-01	7.716934717112976516e-01	4.133620304482923946e-01
6.159827067818307578e-01	5.104688911978639831e-01	5.609174044221898470e-01	1.615224509264041319e-01	5.123173567006038542e-01	4.387764876275423997e-01
3.603883456571082000e-01	2.135739964291817963e-02	2.875373137128450080e-02	1.273501413703394813e-01	8.326120929597886633e-01	1.427639484629470878e+00
8.921751693946602391e-01	1.397919822998321474e-02	3.592531627111403107e-03	3.075084242859521880e-02	1.423147690087487982e+00	4.361323488351271926e-01
1.645307058956080981e+00	1.583545146853129471e-01	4.751958836518362789e-02	4.128640284248427661e-01	4.823516526975298868e-01	5.019626734663292650e-02
6.965788480217082190e-01	6.833238680879499816e-01	7.111333690679045270e-03	1.365401856166558459e-01	9.659723765869269174e-01	3.100289656312373854e-01
5.949407969794839879e-01	4.793797275681144221e-01	3.780895301775381023e-01	2.527869853417712420e-01	8.300700861798764318e-01	2.645458539093794581e-01
4.993548449809334655e-01	7.152643988097582284e-01	6.070433481195473824e-02	5.308151787056802906e-02	4.821679390997184178e-02	1.418751102143330556e+00
5.212716648462447644e-01	3.886780519323815852e-01	5.418792301834574054e-01	1.894784337365650606e-01	6.463055744833718919e-01	5.123657380384933901e-01
1.926142311485036854e-02	5.144083623007964512e-01	1.386876036768273757e+00	2.465671760848318211e-02	8.335099818223981050e-01	1.964275902886970793e-02
2.566458282636449595e-01	8.001399411965226527e-01	8.755894219675626200e-01	2.821086179616458245e-01	3.188738672925884865e-01	2.664785258251712863e-01
1.650559485185474923e-03	2.124827652426045932e-01	2.268601460420837605e-03	5.162864363358403708e-01	1.682635314160605411e+00	3.845414693222338753e-01
1.049002503700575017e+00	3.337751447241387170e-01	1.389202422155737205e-03	2.050586809856113357e-01	7.392722139533727255e-01	4.714179723813916589e-01
