2.196000806462553800e+00	1.371094268117843901e-03	1.132303690428798420e-03	1.335450265336018526e-03
8.952737450521497387e-01	4.293895395109754154e-01	5.841074363192410024e-01	2.911567409390853345e-01
1.136388983148605147e+00	4.658018603117606293e-01	4.676161512815515953e-01	1.257237064000547022e-01
8.149893976301643139e-01	3.279837438845317754e-01	9.163058633478945447e-01	1.406942256650642875e-01
6.949624257904052360e-01	1.246535384347780689e-01	1.170196170461959229e+00	2.101262577044184232e-01
4.893982288064132047e-01	4.288709035531195757e-01	1.141983803552300003e+00	1.396096945038083348e-01
1.162854593390724611e+00	3.408477156411324205e-01	5.147777115602064635e-01	1.805478216119124901e-01
5.410916754472309270e-03	5.896715803164698233e-03	2.182014132354160640e+00	5.894398824619062616e-03
7.933163135779361941e-01	3.487334465983921716e-01	8.334017077195423617e-01	2.245055390646308879e-01
6.956910819117235745e-01	8.630749722643998867e-02	7.963669193363976939e-01	6.212104877321857899e-01
8.793017780771331671e-01	4.371484562603199509e-01	6.201670474102021213e-01	2.633067432010080533e-01
6.478227778395267977e-01	8.415321575329985926e-01	5.926967777857720249e-02	6.457660047257499647e-01
9.643269929731573820e-01	3.746030223007069671e-01	4.710521042323948526e-01	3.896566756809390353e-01
9.099802205344103001e-01	4.832776397318060968e-01	5.858093754930118191e-01	2.206358589692740957e-01
7.515907221142260619e-01	3.491902387671405039e-01	7.540666441537940967e-01	3.448919757932142893e-01
7.587855339160376467e-01	3.011870539184681728e-01	4.527816293905439493e-01	6.864588508018485413e-01
1.854897634729825606e+00	2.149029177093657594e-01	1.296633166026466555e-01	4.761974384610523315e-04
6.659236069979735939e-01	3.653941762679658867e-01	6.152801630871008731e-01	5.533827889319233861e-01
8.584636814842572239e-01	4.798352736701989030e-01	6.037117867525455539e-01	2.578792827352978101e-01
7.315364689050645186e-01	3.789367914473337762e-01	6.131037379566161016e-01	4.764038124415179154e-01
1.529894394061808827e+00	3.571352641435517339e-01	2.913701818833814294e-01	1.916556351773436584e-02
1.418817146236500903e+00	2.457832729415139472e-03	7.649747162299270764e-01	1.346466080290254809e-02
3.733499413763340935e-01	4.540738421873112274e-01	1.289356438281436423e+00	7.894426816706277827e-02
1.008175830418293284e+00	5.702735942430378104e-03	6.070560430759629478e-01	5.785000776504016784e-01
8.209468544156593994e-01	4.343743848587174328e-01	5.283574214556711057e-01	4.160783815506287064e-01
9.253319025389941110e-01	4.326971936209666331e-02	5.307139067578087177e-01	6.948804293265090637e-01
8.816349303859535302e-01	4.313286477180202638e-01	5.161340650801670149e-01	3.708744140927326960e-01
8.331956357956203929e-01	5.288679611998651220e-01	3.022563329649166630e-01	5.333857863586923820e-01
4.919311868631071616e-01	6.252074597502380593e-01	3.358307405931621470e-01	7.468126893756796836e-01
1.593114866327831169e+00	4.453733744771670722e-01	1.284705458667482385e-03	1.600486163476151080e-01
7.934614007514425582e-01	3.357701292893249256e-01	8.083102669034252230e-01	2.623522919455185676e-01
8.593083288801853792e-01	4.711058621524450984e-01	5.446824140692644312e-01	3.247851070516380445e-01
7.464576465568903973e-01	4.720294445248475745e-01	8.155760566681882207e-01	1.655660594877921554e-01
7.175750605448257824e-01	5.523802303244566003e-01	6.273430296652603433e-01	3.024466292511580612e-01
7.352852616882007419e-01	2.276980631222444429e-01	8.359701761393331099e-01	4.009898568727409129e-01
3.605118573067199739e-01	4.894035332563165808e-01	7.148462956192263018e-01	6.282234889378497389e-01
1.476643760607147637e+00	6.117191748050648803e-02	5.933321236212932837e-01	5.929379766706500271e-02
7.576318218826209039e-01	5.042668089139984433e-01	3.754401966993572547e-03	9.338942890602859315e-01
9.621949276355185043e-01	3.621678950374003780e-01	5.755730308691259234e-01	3.000387254158201622e-01
9.346170096554353712e-01	4.176823488488922154e-01	5.501600625258215027e-01	2.974039566783966970e-01
4.804452610161425441e-01	1.009617718409852927e+00	6.736445881433575922e-01	3.495752946144862344e-02
8.471290823953745441e-01	3.439554923504082873e-01	7.818163410437114491e-01	2.270563197153337154e-01
6.598305473714721758e-01	5.721230366265869227e-01	6.521680368385849302e-01	3.157028259256614566e-01
8.454647340636859409e-01	5.979702460394831567e-03	8.285120673216195275e-01	5.194324617629322294e-01
3.128559528386956057e-01	7.357149549937212415e-03	1.874474982203114592e+00	4.693657837375173059e-03
2.030521851851343693e-02	2.135017107640404532e+00	2.093130522001946173e-02	2.083436886655546869e-02
7.714838502109711005e-01	8.489305416817864991e-01	5.140151546811059236e-01	5.787413137259875273e-02
7.719793547226042225e-03	3.894492814315869134e-01	3.712759174368877590e-01	1.430788446822199189e+00
1.385345684726241977e+00	4.991977732435612380e-02	7.159566375558467088e-01	4.238491722664711886e-02
5.101997847998546165e-01	7.065872231396288505e-01	9.790645319950052050e-01	3.730764063002896865e-03
7.147310649924486503e-01	5.463123350754596208e-01	6.501081868747066173e-01	2.883264068779378131e-01
7.790225718634385954e-01	3.135611235168467292e-01	8.931949621289112518e-01	2.139624039735663619e-01
3.560372871626370506e-01	1.345511918473320412e+00	1.861478298725712096e-03	4.964145768456123542e-01
7.282760759772652914e-01	5.605907759553580005e-01	4.007576518957858269e-01	5.102753425860999670e-01
8.853781054944993567e-01	4.144439313946350900e-01	5.740835312770667942e-01	3.257953342735789293e-01
1.039656618323816506e+00	1.958134804442542010e-02	9.274356152085913019e-01	2.113381894107297099e-01
1.011511814655763120e+00	4.141740901864350843e-01	6.054502023955400380e-01	1.687068442468251661e-01
5.110599802443780426e-01	7.373666964196677887e-01	9.352659131730013398e-01	1.451278928573703116e-02
1.007706300794894094e+00	9.332236089672889534e-01	2.285822062233330010e-01	2.750638942519350455e-02
7.036406973502277173e-01	7.248117616771038163e-01	4.915324816704208510e-01	2.800114354661663030e-01
3.135737206226670293e-01	1.565661945284621548e-01	4.643071575615790301e-04	1.729328710046208251e+00
7.862683584123325575e-01	4.249054257848209892e-01	5.571855942741447132e-01	4.314615152146360488e-01
2.038815911777796419e+00	4.423335057395133378e-03	1.859888066435635631e-02	1.376285027427418817e-01
9.239665732428449241e-01	2.155394823107807667e-01	7.899938814241184160e-01	2.702697839848086647e-01
1.124153832097636585e-02	7.515060497400073425e-01	1.331692685323211389e+00	1.042337643570040301e-01
2.500700171304259811e-01	4.738480035571775439e-01	1.382649493346629122e+00	9.275563603248072886e-02
8.707515600031372482e-01	3.572276381738871409e-01	5.673259099543277451e-01	4.044158821895354472e-01
7.578043561741638623e-01	5.175772303056849211e-01	5.806282367867128258e-01	3.434831604201009081e-01
2.619282552406553277e-01	2.038074852188145047e-01	1.520201778746331223e-01	1.581796052018096699e+00
8.511004466637583921e-01	7.281226604271417990e-01	2.339830912571483623e-01	3.864179002877072278e-01
8.076026938190545845e-01	5.238215044202109150e-01	6.181980415437188237e-01	2.501531537365322966e-01
6.500097841239970142e-01	4.477839535771788171e-01	5.074943159897563616e-01	5.942784732182572194e-01
5.825858815387077172e-01	3.189912627860739813e-01	6.452003502515206712e-01	6.531989143347031179e-01
5.804374228007821435e-01	3.743075716037069234e-01	1.009500340308419508e+00	2.356819962813942737e-01
7.590625548611603657e-01	1.519779311519446965e-02	5.183940055012273840e-01	9.058089203483502549e-01
9.181497491723640270e-01	3.993721316445251746e-01	5.822128538091088101e-01	3.002568358698871620e-01
1.006584520287491236e+00	2.411011850122548594e-01	8.421763988284746150e-01	1.097947176314671980e-01
1.680501890398017339e+00	3.964016942101023511e-01	1.049951855459164418e-01	1.631170362385584230e-02
8.808847704142452884e-01	3.105065348945125758e-01	5.886135607691261873e-01	4.199255943565102789e-01
