ntop	max_overlap	p_max	max2_overlap	p_max2
50	0	1.000000000019375	0	1.000000000019375
100	0	0.9999999999978719	0	0.9999999999978719
150	0	0.9999999999730439	0	0.9999999999730439
200	0	0.999999999989146	0	0.999999999989146
250	0	0.9999999999873581	0	0.9999999999873581
300	0	0.9999999999805804	0	0.9999999999805804
350	0	1.0000000000017302	0	1.0000000000017302
400	0	1.000000000018264	0	1.000000000018264
450	0	0.9999999999693419	0	0.9999999999693419
500	0	0.9999999999815954	0	0.9999999999815954
