1.595684412497124338e+00	5.489699288261942201e-01	1.147921433503560403e-03	5.340436448807607539e-02
1.775523602468134676e+00	3.234705498357881570e-01	4.888521758877934636e-02	5.161176365158944013e-02
1.610194940621066717e+00	5.563974732725981420e-01	5.665369192771697870e-03	2.723221013577558844e-02
1.646031815406327148e+00	4.870664309846681750e-01	2.351731954546002618e-02	4.287249429907011994e-02
1.430529023765658492e+00	6.759136936153947728e-01	7.719729164707471447e-02	1.601721265082171192e-02
2.035511679493415382e+00	1.052154209926365880e-01	1.017358762472601874e-02	4.837116231170232594e-02
1.392318738021077751e+00	7.741982815309463861e-01	8.346598052225980696e-03	2.474325132634918115e-02
1.498111377361962981e+00	4.978701740444624324e-01	1.551750936169555839e-01	4.779580165078682608e-02
1.864172577245920559e-01	6.427507601020288281e-05	1.990052025602869090e+00	2.324571863010956030e-02
1.564960900181295855e+00	6.063979205046531318e-01	1.097011555245740178e-02	1.720244596427276604e-02
1.095100169252708922e+00	1.074984271635947453e+00	2.936984195194903766e-03	2.608254895379081423e-02
5.643811943743187037e-02	2.089831396774864680e-01	1.919224381626913223e+00	1.495768023799213219e-02
1.079818119417199851e+00	1.055118612187107008e+00	3.716461922987519817e-02	2.759102541701819247e-02
2.109729984690186452e-02	6.166489170568223432e-01	1.544501440976431939e+00	1.751064098503625141e-02
1.333988530076255952e+00	7.450224458229608437e-01	1.056313799112788832e-01	1.500221622236658746e-02
1.762439410507770310e+00	3.326946350421791099e-01	2.826276870867926172e-02	7.591101913281290969e-02
1.674833940346870664e-01	1.884665682421198918e+00	2.212827343092534441e-02	1.256129046285028861e-01
1.751378168154700710e+00	3.649314609383176866e-01	3.451532487013977968e-02	4.831646658170059283e-02
1.482177126739148837e-02	4.608411227661051712e-01	1.696908704444056504e+00	2.724685644150517949e-02
1.703987386687731309e+00	4.016855525941854799e-01	3.128955705330510595e-02	6.249572377278295870e-02
5.127557227063016254e-02	1.154831174012600936e+00	9.776381157090036078e-01	1.597414941937768187e-02
5.041730825107233749e-02	1.509669232748646062e-01	1.979011890626684478e+00	1.936952058614944960e-02
1.569616490022067046e+00	5.745381490781893419e-01	2.263707700022957528e-02	3.277456001878816666e-02
1.678994049545772693e+00	4.971237863323390571e-01	1.167569301097966467e-03	2.239832287985820541e-02
1.520336989312491838e+00	6.001709556890933994e-01	4.156003528605646535e-02	3.764090867722497818e-02
2.550477701095431315e-02	5.157002477681749825e-02	2.111783552530548835e+00	1.063652337827135884e-02
1.267852666726086763e+00	8.785465110455840110e-01	2.877277540620893151e-02	2.447516061911363464e-02
1.298958480759293765e+00	8.342128493710087023e-01	3.723199427279049595e-02	2.916612760013389399e-02
1.736483549052149078e-01	1.398540194384226276e-01	1.866342091592456454e+00	1.939642305170597575e-02
1.116790219151887475e+00	8.225789575705219070e-01	1.933170130410989673e-02	2.409031116712297971e-01
9.998487763347491467e-03	3.871744668284272661e-01	1.788415894122777905e+00	1.414039863064924483e-02
7.313808439195730593e-02	1.738842251094200597e-01	1.932693480255015306e+00	1.994430079371848144e-02
1.837008261482130145e+00	3.051967618257852011e-01	3.196198426902232409e-02	2.530881115916567767e-02
1.186177496372497142e+00	8.148846407667670322e-01	1.695536294564083390e-01	2.905053451966158745e-02
1.372216177477400198e-02	5.055956115787069161e-02	3.192240081750989628e-05	2.135557493127809181e+00
4.425071443631953044e-05	4.484370253103076576e-01	1.727856190181089824e+00	2.343033369402173008e-02
1.686567421209158146e+00	3.721853269000435227e-01	1.712468045971147004e-02	1.233535920470654190e-01
3.621425980610901564e-05	1.272482761942979046e-01	1.556080096000029590e-02	2.056964575765734438e+00
1.277298403061119636e+00	6.733238319020056206e-01	1.144684449671184989e-01	1.343898111372348880e-01
1.138099364811988812e+00	9.441743211148942994e-01	1.089484908915295813e-01	7.988750280765122280e-03
1.453807546746041846e+00	6.044811098240087111e-01	1.110404337644085998e-01	2.991305482956672576e-02
1.960976310620883956e+00	7.590173224066586177e-02	8.468533967881894386e-02	7.755986237217489532e-02
4.189041207458848309e-02	4.062475643070830311e-01	4.087083555941582735e-03	1.747579888289234384e+00
2.002787429026070889e-02	3.810993769364166561e-01	1.780823587081155512e+00	1.774747752670979492e-02
9.972516968984986852e-01	9.888820911425411087e-01	3.347704520502656211e-02	1.797138927378984508e-01
1.837686929306401984e+00	3.040852991191750343e-01	1.269547615662618666e-02	4.492158449804228154e-02
1.849275919589432257e-02	5.076482216131735781e-01	1.658326940822855811e+00	1.540084192567472976e-02
1.409173165429836727e+00	2.992037732597307431e-01	4.730031084061170898e-01	1.838024559763938581e-02
1.320292914077406010e+00	8.403156410200974813e-01	6.519725418523442118e-03	3.238703575250224259e-02
2.141668535519519523e+00	2.080177802488291164e-02	2.538951910567772627e-02	1.153788676026160087e-02
8.788917445823357655e-02	1.247094420123342040e+00	8.547178470501174408e-01	1.002308442742374552e-02
1.710768899219768491e+00	4.157836443253184466e-01	1.548443403220012629e-02	5.751812833969485034e-02
1.216427089822805785e-01	1.570061578833802053e-04	2.058843906709706850e+00	1.881582570081396025e-02
4.312866052605469902e-02	3.565931925355004806e-01	4.112059901453364585e-02	1.758738649186836644e+00
1.862849789349328766e+00	2.383945963607760898e-01	4.999678527564403036e-02	4.806756092026633759e-02
1.965152241486825435e+00	9.496739997160985602e-02	1.129474307037065667e-01	2.646452789601434069e-02
1.916668479204190811e+00	2.047661942571650658e-04	1.360928175384898131e-01	1.463309661821104168e-01
1.247273218323561528e+00	9.231935046160059111e-01	1.002494397402685670e-04	2.902401356737180013e-02
1.690214341782524610e+00	4.412384359510037046e-01	1.745713259941372112e-03	6.641379070154636299e-02
1.513410448018372323e+00	6.475617526789293477e-01	1.747715323032804011e-02	2.090094328111770025e-02
9.623274996548027149e-02	1.627805233830981746e-01	1.905476390859246472e+00	3.511453617656144777e-02
2.126592068908729483e-01	1.949149721201923313e+00	6.604526884409768180e-05	3.785708422474425017e-02
1.949788467733781783e+00	1.902095922865904565e-01	3.838346020651538237e-02	2.102125278561418897e-02
1.437288323628288067e+00	3.262987140645277071e-04	4.978953651077799303e-01	2.633717182215660757e-01
1.105288717502447726e+00	1.058220595271785580e+00	2.294806762712763709e-02	1.318999634856606561e-02
1.453932323371930901e-01	4.650717883164788846e-01	1.538869075996722957e+00	5.000935674054551167e-02
1.428879035335177905e+00	7.228486429274788572e-01	2.438128442284099792e-02	2.351359138270774432e-02
1.497257606442332412e+00	6.364905662016147048e-01	2.427889643500776018e-02	4.139940409094799989e-02
1.522504939366640775e+00	3.029068947635794040e-01	2.404699751186356593e-01	1.336078181301247891e-01
2.046218428040807780e+00	5.658348157867892914e-02	8.558194084304839022e-02	1.095773743920817542e-02
5.022871526081903234e-05	7.647669433623096591e-01	1.423665508470594920e+00	1.125425339681686114e-02
1.825467473811630104e+00	1.959904826287172108e-01	1.231284622146915364e-01	5.473059465127691481e-02
1.951807210833690631e-03	2.858390260795639071e-01	9.954962322780210038e-03	1.902081591647273084e+00
1.389019899978002570e+00	7.538315330296004868e-01	2.387219354893535192e-02	3.277627684582303663e-02
3.403222934783085851e-02	4.194655705811871083e-01	7.203676864527275563e-05	1.746134535272763078e+00
